nome,sku,preco_atual,preco_original,estoque,marca,categorias,descricao,imagens,url
Palmeira Rabo de Raposa,PD122129,249.9,49.9,Utilizamos cookies para que você tenha a melhor experiência em nosso site. Para saber mais acesse nossa página de,Planta Delivery,,"A palmeira-rabo-de-raposa é uma bela espécie australiana, monóica, de origem restrita à pedregosa faixa de Melville, na região nordeste de Queensland. Foi descoberta em 1978, quando aborígenes apresentaram suas sementes aos botânicos que exploravam o local. Apresenta estipe único, cinzento, elegante, com diâmetro de cerca de 25 cm, anelado e em formato colunar ou de garrafa. Suas folhas são um espetáculo à parte e a peculiaridade que mais se destaca nesta palmeira. São grandes, verde-claras, arqueadas, pinadas e com numerosos folíolos que irradiam em todos os ângulos a partir da raque central. Assim, elas tem o aspecto plumoso de escova de garrafa, ou cauda de raposa, como o nome diz. Sua copa é composta por 8 a 10 folhas. Da base da copa, surgem as inflorescências, com milhares de flores branco-creme. Os frutos que se seguem são elípticos, vermelhos quando maduros e com uma única e grande semente. É capaz de autofecundar-se, gerando sementes férteis. A palmeira-rabo-de-raposa é vedete dos jardins tropicais atuais. Muito procurada por sua beleza e rusticidade, ela pode ser conduzida isolada, como destaque, ou em renques e grupamentos. É interessante plantá-las em conjuntos unidos de duas ou três, assim o crescimento curvado torna-se bastante atrativo. Mesmo as mudas pequenas ainda podem ser plantadas sob sol pleno, ao contrário da maiorias das outras espécies de palmeiras. Também pode ser conduzida em vasos, quando jovem, embelezando pátios, varandas e até mesmo interiores bem iluminados, com pé direito alto. Deve ser cultivada sob sol pleno ou meia sombra, em solos drenáveis, enriquecidos com matéria orgânica e irrigados regularmente no período de crescimento. Após adulta, esta palmeira apresenta excelente resistência à estiagem. Por tolerar a maresia e ventos, é uma opção interessante para jardins no litoral. Resiste a geadas leves, mas não tolera frio intenso por período muito prolongado. Estimule o crescimento desta palmeira, fertilizando semestralmente e irriga",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135821395/73051d5151.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135821395/0f29683521.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138463610/445f2cb3f5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467647/1b228c35cd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139806253/71ee0adbaa.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/141194945/ee1fbe8671.jpg,https://www.plantadelivery.com.br/palmeira-rabo-de-raposa
Palmeira Ráfis,PD092240,19.98,119.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Rhapis excelsa; NOMES POPULARES palmeira-rápis, palmeira-ráfia, ráfis, rápis, palmeira-dama, jupati FAMÍLIA Arecaceae; CLIMA Subtropical, também tolera o clima temperado. ORIGEM China; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467398/3c0305f40f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467398/whatsapp-image-2023-10-24-at-09-31-27--1--n147uiua0s.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467398/cuidados-palmeira-rafis-2ar6e4od8n.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467647/1b228c35cd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/141194945/ee1fbe8671.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139808202/03c5509fdd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138465028/99e69f1056.jpg,https://www.plantadelivery.com.br/palmeira-rafis
"Palmeira Ravenala / Árvore-do-viajante - 0,70 a 1,00 metro",PD092224,21.65,129.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Ravenala madagascariensis; NOMES POPULARES Árvore-do-viajante, Árvore-dos-viajantes, Palmeira-dos-viajantes FAMÍLIA Strelitziaceae; CLIMA Equatorial, Subtropical, Tropical ORIGEM África, Madagascar; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138461939/cdc11e1a40.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138461939/44bda4b57e.jpg,https://www.plantadelivery.com.br/palmeira-ravenala-arvore-do-viajante
Palmeira Triangular,PD092235,41.65,249.9,Utilizamos cookies para que você tenha a melhor experiência em nosso site. Para saber mais acesse nossa página de,Planta Delivery,,"NOME CIENTÍFICO Dypsis decaryi; NOMES POPULARES Palmeira-triângulo, Palmeira-triangular, Palmera-de-tronco-triangular, Neodipsis, Palma-triangular FAMÍLIA Arecaceae; CLIMA Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical ORIGEM África, Madagascar; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138465028/99e69f1056.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138465028/6fa5849045.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467647/1b228c35cd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/141194945/ee1fbe8671.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139808202/03c5509fdd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467398/3c0305f40f.jpg,https://www.plantadelivery.com.br/palmeira-triangular
Palmeira Veitchia Merrillii,PD092226,299.9,359.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Veitchia merrillii; NOMES POPULARES Palmeira-de-manila, Areca De Manila, Merrili, Palmeira Veitchia, Veitchia Merrili FAMÍLIA Arecaceae; CLIMA Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical ORIGEM Filipinas; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138462610/e039618ef3.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138462610/27a876cc31.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467647/1b228c35cd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/141194945/ee1fbe8671.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139808202/03c5509fdd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138467398/3c0305f40f.jpg,https://www.plantadelivery.com.br/palmeira-veitchia
Pandanus,PD0922160,21.65,129.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Pandanus utilis Bory; NOMES POPULARES Palmeira-de-manila, Areca De Manila; FAMÍLIA Pandanaceae; CLIMA Equatorial, Oceânico, Subtropical, Tropical ORIGEM Oceania, Polinésia; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138615847/eba2db6a41.jpg,https://www.plantadelivery.com.br/pandanus
Pata de Elefante,PD122114,89.9,89.9,Disponível,Planta Delivery,,"A pata-de-elefante é uma planta arbustiva, de textura semi-lenhosa e aspecto escultural. Apesar de se assemelhar com as palmeiras, a pata-de-elefante não é uma palmeira verdadeira. Ela é considerada um arbusto ou arvoreta, que pode alcançar cerca de 5 metros de altura quando adulta. Seu tronco é muito ornamental, geralmente único com a base dilatada, para o armazenamento de água. Uma adaptação para sobreviver por longos períodos de estiagem. Suas folhas são muito belas também, com um aspecto de cabeleira, dispostas em densos tufos nas extremidades dos ramos. Elas são coriáceas, achatadas, longas e recurvadas, com margens ásperas. As flores somente são produzidas nos exemplares mais velhos, já arbóreos. Elas despontam em inflorescências longas e eretas, com numerosas flores pequenas e esbranquiçadas. Ocorrem plantas fêmeas e plantas machos (espécie dióica). As patas-de-elefante fazem muito sucesso no paisagismo, criando pontos de destaque no jardim. Sua beleza imponente e escultural pode ser valorizada isolada ou em pequenos grupos. Encaixa-se perfeitamente em jardins contemporâneos, de inspiração desértica ou tropicais. Devido ao lento crescimento, também é muito explorada como planta envasada, enquanto é jovem, para decoração de interiores, pátios, sacadas e varandas. É uma planta que praticamente não exige manutenção, mas que alcança altos valores no mercado de plantas ornamentais. Deve ser cultivada sob sol pleno em solo fértil, bem drenável e irrigado a intervalos bem espaçados, para evitar o apodrecimento das raízes. Quando jovem, pode ser conduzida em ambientes internos, em locais com incidência solar direta (meia sombra). É muito rústica, tolerando o calor e o frio, não suportando apenas o encharcamento. Multiplica-se por estaquia e por sementes produzidas apenas nas plantas fêmeas. NOME CIENTÍFICO Beaucarnea recurvata NOMES POPULARES Pata-de-Elefante, Biucárnea, Nolina FAMÍLIA Asparagaceae CLIMA Equatorial, Oceânico, Semi-árido, Subtropical, Tropical ORIGEM ",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135545025/fd9c51fa59.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135545025/251160db3a.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/135545025/1e71e8c344.jpg,https://www.plantadelivery.com.br/pata-de-elefante
Peperômia Golden - Cuia 21,PD0922129,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Peperomia obtusifolia; NOMES POPULARES Peperômia Golden FAMÍLIA Piperaceae; CLIMA Subtropical, Tropical ORIGEM Belize, Bolívia, Brasil, Colômbia, Costa Rica, Cuba, Equador, Guiana, Honduras, México, Nicarágua, Peru, Suriname, Florida e Venezuela. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138578431/2ce6bacadd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138613594/d09b158ce5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138537441/4c2e717b7c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138550003/ea1adf2c0b.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138541557/69517c99b4.jpg,https://www.plantadelivery.com.br/peperomia-golden
Peperômia Incana - Cuia 21,PD0922148,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Peperomia tradicional; NOMES POPULARES Peperomia incana FAMÍLIA Piperaceae; CLIMA Equatorial, Tropical ORIGEM América do Sul, Brasil. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138613594/d09b158ce5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138578431/2ce6bacadd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138537441/4c2e717b7c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138550003/ea1adf2c0b.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138541557/69517c99b4.jpg,https://www.plantadelivery.com.br/peperomia-incana
Peperômia Variegata,PD0922101,79.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Peperomia caperata; NOMES POPULARES Peperômia, Rabo-de-rato;. FAMÍLIA Piperaceae. CLIMA Equatorial, Tropical;. ORIGEM América do Sul, Brasil; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138537441/4c2e717b7c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138537441/cuidados-peper-mia-variegata-6vhv7y4lbm.jpeg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138613594/d09b158ce5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138578431/2ce6bacadd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138636499/13cf531267.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138611281/14e7284859.jpg,https://www.plantadelivery.com.br/peperomia-variegata
Pêra Keiffer ou Pêra Dura,PD102221,21.65,129.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Pyrus NOMES POPULARES Pera, Pereira, Pereira-exótica, Pereira-de-afrodite, Pereira-de-vênus. Família Rosáceas. Clima As menos exigentes precisam de aproximadamento 400 horas de frio abaixo de 7,2 °C, enquanto algumas variedades demandam mais de 700 horas de frio. Origem Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138720780/f4da20f094.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138720780/f804e35133.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138720780/3b68dd913e.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/0f42dffd7f.jpg,https://www.plantadelivery.com.br/pera
Pêssego,PD102220,21.65,129.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Prunus persica NOMES POPULARES Pêssego. Família Rosaceae. Clima Fruta de clima temperado, mas encontrou regiões com condições climáticas favoráveis no Brasil. Origem China e Sul da Ásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138717174/33fa075554.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138717174/93c2759bdc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138717174/4d73163ae9.jpg,https://www.plantadelivery.com.br/pessego
Petúnia Perene,PD0922102,79.9,79.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Petunia integrifólia; NOMES POPULARES Petúnia-perene;. FAMÍLIA Solanaceae. CLIMA Continental, Equatorial, Oceânico, Subtropical, Temperado, Tropical. ORIGEM América do Sul; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138539091/5d56a3ab89.jpg,https://www.plantadelivery.com.br/petunia-perene
Philodendron Coração,MH47C9BQS,69.9,89.9,Disponível,Planta Delivery,,"Philodendron hederaceum, também conhecido popularmente como filodendro coração. Aquele verde clássico que não pode faltar! Nativo do Brasil (e outros países tropicais da América) ama nosso clima tropical. Ou seja, adora umidade e calor. Epífita que é, cresce na natureza agarrado aos troncos e pedras, usando essas superfícies como apoio para garantir sua proteção e ganhar alguns centímetros de altura. Assim, quanto mais afastado do solo, mais longe dos predadores e perto da luz. Tudo sem retirar nutrientes da planta parceira. Nome popular: Filodendro coração Nome Ciêntífico: Philodendron hederaceum Família: Araceae Origem: Brasil Ciclo de vida: Perene Folha: As folhas são em formato de coração, algumas com dois tons de verde, chamado então de filodendro-brasil assim como um filodendro de folhas em verde bem claro, o Philodendron hederaceum “Aurea”. Crescimento da planta: até 2,5 m Flores As flores são em espádice, como todas as da família, mas nesta espécie não são a atração principal. Como adubar essa planta? Plantio: Adubo para Plantio - Na aplicação direto no solo, independente da espécie recomendamos usar 200 gramas para cada um metro quadrado. Se for aplicar o adubo misturado na terra para um vaso ou jardineira, a dose é de 5 gramas para cada um litro de terra. E quando a aplicação é na cova de plantio recomendamos a dosagem conforme o tamanho da cova: 30x30x30 cm seria 150 gramas; 40x40x40 cm seria 300 gramas; Espalhar sobre a terra e regar em seguida, ou misturar o produto junto da terra/solo de plantio, revolvendo-a para que o adubo se misture bem. Manutenção: Adubo para Jardim - Para plantas em vasos, jardineiras e forrações a recomendação é diluir 10 gramas em 1 litro de água e regar. E para arbustos, árvores e plantas ornamentais como palmeiras, bambus, árvores e folhagens, a dosagem é de acordo com a altura da planta: até 0,5 metro usa-se 30 gramas; Para vasos, jardineiras e forrações a frequencia é a cada 15 dias. E para arbustos e plantas ornamentais re",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147804096/c46c87a512.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147804096/12311194a2.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139835060/34b35c1730.jpg,https://www.plantadelivery.com.br/philodendron-coracao
Philodendron Costelinha / Guaimbê,PD122126,89.9,79.9,Disponível,Planta Delivery,,"Tamanho aproximado: 0,50 a 0,80 m Suas folhas são espetaculares! Gigantes, elas são profundamente recortadas, o que a torna uma planta escultural, diferente. Além disso, apresentam uma coloração verde escura e são muito brilhantes. As flores tem pouca ou nenhuma importância ornamental. Pode ser arranjada em vasos para decorações de interiores ou mesmo no jardim, plantada isolada ou em grupos. Confere um ar tropical aos ambientes. Deve ser cultivada em substrato rico em matéria orgânica, com regas regulares, à meia-sombra ou pleno sol. Tolerante a baixas temperaturas. Multiplica-se pela divisão das mudas laterais e por sementes. NOME CIENTÍFICO Philodendron bipinnatifidum NOMES POPULARES Guaimbê, Banana-de-imbê, Banana-de-morcego, Banana-do-mato, Imbê, Costelinha FAMÍLIA Araceae CLIMA Equatorial, Subtropical, Tropical ORIGEM América do Sul, Brasil ALTURA Pode chegar a 4 metros. LUMINOSIDADE Meia Sombra, Sol pleno. CICLO DE VIDA Perene. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas: Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139835060/34b35c1730.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139835060/b8e4020e27.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139835060/e11991b5e2.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/147804096/c46c87a512.jpg,https://www.plantadelivery.com.br/philodendron-costelinha-guaimbe
